anime_id,name,genre
1146,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,"Comedy, Harem, Romance, Sci-Fi, Shounen"
10629,Tibet Inu Monogatari,Adventure
2820,Time Travel Tondekeman!,"Action, Adventure, Comedy, Kids"
113,Uchuu no Stellvia,"Action, Romance, Sci-Fi, Space"
970,Yokoyama Mitsuteru Sangokushi,"Adventure, Historical"
18177,Yowamushi Pedal: Special Ride,"Comedy, Drama, Shounen, Sports"
2548,Ai no Wakakusa Monogatari,"Drama, Historical, Slice of Life"
101,Air,"Drama, Romance, Slice of Life, Supernatural"
103,Akazukin Chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo"
15927,Carnival Phantasm: HibiChika Special,"Comedy, Supernatural"
3744,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,"Drama, Historical, Kids, Romance, Samurai"
6880,Deadman Wonderland,"Action, Horror, Sci-Fi"
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,"Adventure, Shounen, Supernatural"
476,Ginban Kaleidoscope,"Drama, Romance, Sports"
14811,GJ-bu,"Comedy, School, Slice of Life"
242,Gokusen,"Comedy, Drama, Josei, School, Slice of Life"
9931,Happy Birthday: Inochi Kagayaku Toki,"Drama, Kids, Slice of Life"
33241,Honobono Log,"Romance, Slice of Life"
31499,Huyao Xiao Hongniang,"Comedy, Romance"
9938,Ikoku Meiro no Croisée The Animation,"Historical, Seinen, Slice of Life"
822,Initial D Extra Stage,"Action, Cars, Drama, Seinen, Sports"
2408,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen"
2927,Kimikiss Pure Rouge,"Drama, Romance, School"
17643,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,"Comedy, School, Slice of Life"
1419,Lupin III: Kutabare! Nostradamus,"Action, Adventure, Comedy, Shounen"
158,Maria-sama ga Miteru,"Drama, Romance, Shoujo, Shoujo Ai, Slice of Life"
1190,Prince of Tennis: A Day on Survival Mountain,"Adventure, Comedy, Shounen, Sports"
23421,Re:␣Hamatora,"Comedy, Mystery, Super Power"
5984,Ristorante Paradiso,"Drama, Josei, Romance, Slice of Life"
10464,Seitokai no Ichizon Lv.2,"Comedy, Harem, Parody, School"
10483,"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!","Action, Historical, Samurai"
4715,Shigofumi Special,"Drama, Fantasy, Psychological, Thriller"
2978,Shin Getter Robo,"Action, Adventure, Demons, Horror, Mecha, Sci-Fi, Shounen"
8726,Soredemo Machi wa Mawatteiru,"Comedy, Slice of Life"
3125,Tokimeki Tonight,"Comedy, Fantasy, Romance, Shoujo, Vampire"
30641,Yankee-kun na Yamada-kun to Megane-chan to Majo,"Comedy, School, Shounen"
24591,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,"Comedy, Kids, Supernatural"
25755,Yowamushi Pedal: Re:RIDE,"Drama, Shounen, Sports"
30790,Yowamushi Pedal: Re:ROAD,"Drama, Shounen, Sports"
2125,Yuu☆Yuu☆Hakusho: Eizou Hakusho,"Action, Adventure, Shounen, Supernatural"
763,Zoids,"Action, Adventure, Comedy, Mecha, Sci-Fi"
656,Air in Summer,"Comedy, Drama, Historical, Romance, Supernatural"
2969,Appleseed Saga Ex Machina,"Action, Mecha, Military, Sci-Fi"
6676,Asura Cryin&#039; 2,"Action, Mecha, Supernatural"
25731,Cross Ange: Tenshi to Ryuu no Rondo,"Action, Mecha, Sci-Fi"
23383,D-Frag! OVA,"Comedy, Game, Seinen"
10531,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,"Adventure, Comedy, Mystery, Police, Shounen"
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"Adventure, Comedy, Kids, Sci-Fi"
15925,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,"Adventure, Comedy, Fantasy, Kids, Shounen"
20509,Fate/kaleid liner Prisma☆Illya 2wei!,"Action, Comedy, Fantasy, Magic"
344,Futatsu no Spica,"Drama, School, Sci-Fi, Supernatural"
18229,Gatchaman Crowds,"Adventure, Sci-Fi"
21039,Gatchaman Crowds Insight,"Adventure, Sci-Fi"
31324,Grisaia no Meikyuu Special,Ecchi
4551,Hakushaku to Yousei,"Adventure, Fantasy, Historical, Magic"
27969,Hana to Alice: Satsujin Jiken,"Drama, Mystery, Slice of Life"
7337,"Hetalia Axis Powers Movie: Paint it, White","Comedy, Historical, Parody"
12729,High School DxD OVA,"Comedy, Demons, Ecchi, Romance, School"
20853,Hitsugi no Chaika,"Action, Adventure, Comedy, Fantasy, Romance, Shounen"
666,JoJo no Kimyou na Bouken,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire"
29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,"Comedy, School, Shounen, Sports"
633,Legend of Basara,"Adventure, Drama, Romance, Shoujo"
1590,Legendz: Yomigaeru Ryuuou Densetsu,"Action, Adventure, Comedy, Fantasy"
1439,Lupin III: Walther P-38,"Action, Adventure, Comedy, Mystery, Shounen"
10050,Macross F Music Clip Shuu: Nyankuri,Music
1064,Mazinkaiser,"Adventure, Comedy, Mecha, Sci-Fi, Shounen"
2488,Mei to Koneko Bus,"Adventure, Fantasy"
14575,Minami-ke Omatase,"Comedy, Slice of Life"
84,Mobile Suit Gundam 0083: Stardust Memory,"Adventure, Drama, Mecha, Military, Sci-Fi, Space"
17505,Mushibugyou,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power"
1655,Nerima Daikon Brothers,"Comedy, Music"
23673,Ookami Shoujo to Kuro Ouji,"Comedy, Romance, School, Shoujo"
21031,Precure All Stars Movie New Stage 3: Eien no Tomodachi,"Kids, Magic, Shoujo"
815,"Prince of Tennis: The Two Samurai, The First Game","Action, Shounen, Sports"
17137,Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou,"Adventure, Drama, Fantasy, Shoujo"
7662,Shinrei Tantei Yakumo,"Horror, Mystery, Shoujo, Supernatural"
2942,Sketchbook: Full Color&#039;s,"Comedy, Slice of Life"
1764,Slam Dunk (Movie),"Comedy, Drama, School, Shounen, Slice of Life, Sports"
1170,Slayers Special,"Adventure, Comedy, Fantasy, Magic, Shounen, Supernatural"
1081,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,"Action, Adventure, Drama, Sci-Fi, Seinen, Space"
4884,Tales of the Abyss,"Adventure, Drama, Fantasy"
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,"Action, Adventure, Comedy, Mecha, Sci-Fi"
20977,Tonari no Seki-kun OVA,"Comedy, School, Seinen"
5332,Toshokan Sensou: Koi no Shougai,"Action, Comedy, Drama, Military, Romance"
1744,Wagamama☆Fairy Mirumo de Pon!,"Adventure, Comedy, Drama, Fantasy, Kids, Magic, Romance, School, Shoujo"
8457,Yozakura Quartet: Hoshi no Umi,"Action, Comedy, Magic, Shounen, Super Power, Supernatural"
878,Zegapain,"Action, Mecha, Romance, Sci-Fi"
4038,Zettai Karen Children,"Action, Comedy, Shounen, Supernatural"
31245,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,"Romance, School"
4970,Afro Samurai: Resurrection,"Action, Adventure, Samurai"
1078,Cardcaptor Sakura: Leave It to Kero-chan,Comedy
4138,Chiisana Pengin: Lolo no Bouken,"Adventure, Drama, Fantasy, Kids, Slice of Life"
5593,Dogs: Bullets &amp; Carnage,"Action, Seinen"
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,"Adventure, Comedy, Fantasy, Kids, Shounen"
2676,Doraemon Movie 15: Nobita to Mugen Sankenshi,"Adventure, Fantasy, Kids, Sci-Fi, Shounen"
408,Final Fantasy VII: Last Order,"Action, Adventure, Drama, Fantasy, Sci-Fi"
32696,Fukigen na Mononokean,"Comedy, Supernatural"
551,Grappler Baki: Saidai Tournament-hen,"Action, Martial Arts, Shounen, Sports"
32648,Handa-kun,"Comedy, Shounen, Slice of Life"
15225,Hentai Ouji to Warawanai Neko.,"Comedy, Harem, Romance, School, Seinen, Supernatural"
8074,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural"
6064,Higurashi no Naku Koro ni Kai Specials,"Comedy, Parody"
483,Kurau Phantom Memory,"Action, Drama, Sci-Fi, Space, Super Power"
10628,Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,"Action, Adventure, Ecchi, Fantasy, Magic, School, Shounen"
1972,Meitantei Holmes,"Adventure, Comedy, Mystery"
5273,Miracle Giants Doumu-kun,Sports
1288,Mobile Police Patlabor,"Comedy, Mecha, Police, Sci-Fi"
2269,Mobile Suit Gundam Seed Special Edition,"Action, Mecha, Military, Sci-Fi, Space"
601,Nekojiru-sou,"Comedy, Dementia, Psychological"
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,"Adventure, Comedy, Fantasy, Shounen"
1117,Pokemon: Maboroshi no Pokemon Lugia Bakutan,"Adventure, Comedy, Drama, Fantasy, Kids"
10862,Prince of Tennis: Pairpuri,"Comedy, Drama, Shounen, Sports"
710,Rec,"Comedy, Drama, Romance"
10334,Rurouni Kenshin Recap,"Action, Adventure, Comedy, Historical, Romance, Samurai"
20709,Sabagebu!,"Action, Comedy, Military, Shoujo"
15793,"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...","Action, Music, Sci-Fi"
21573,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,"Action, Music, Sci-Fi"
1815,Shakugan no Shana Movie,"Action, Fantasy, Supernatural"
15307,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,"Fantasy, Kids, Magic, Shoujo"
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,"Action, Drama, Mecha, Military, Sci-Fi"
198,Speed Grapher,"Action, Mystery, Super Power"
23319,"Suisei no Gargantia: Meguru Kouro, Haruka","Action, Adventure, Mecha, Sci-Fi"
19251,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,"Comedy, Harem, Music, Romance, School, Shoujo"
2009,Yawara! Special: Zutto Kimi no Koto ga... .,"Action, Comedy, Drama, Martial Arts, Slice of Life, Sports"
9611,Aa! Megami-sama! (2011),"Comedy, Magic, Romance, Seinen, Supernatural"
50,Aa! Megami-sama! (TV),"Comedy, Magic, Romance, Seinen, Supernatural"
31771,Amanchu!,"Comedy, School, Shounen, Slice of Life"
2986,Bamboo Blade,"Comedy, School, Seinen, Sports"
3076,Bishoujo Senshi Sailor Moon SuperS Special,"Magic, Romance, Shoujo"
1373,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,Drama
1614,Captain Tsubasa: Road to 2002,"Action, Shounen, Sports"
15109,Cuticle Tantei Inaba,"Action, Comedy, Mystery, Shounen, Supernatural"
5684,Fresh Precure!,"Action, Comedy, Fantasy, Magic, Shoujo, Slice of Life"
908,Fullmetal Alchemist: Premium Collection,"Comedy, Fantasy, Shounen"
505,Fushigiboshi no☆Futagohime,"Comedy, Magic, Shoujo"
15863,Ginga Kikoutai Majestic Prince,"Action, Mecha, School, Sci-Fi, Seinen, Space"
246,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance, Shounen"
18835,Hakuouki Reimeiroku Tokuten Disc,"Action, Josei, Supernatural"
6574,Hanamaru Youchien,"Comedy, Seinen, Slice of Life"
5150,Hatsukoi Limited,"Comedy, Romance, School, Shounen"
30300,"High School DxD New: Oppai, Tsutsumimasu!","Comedy, Demons, Ecchi, Romance, School"
714,High School! Kimengumi,"Comedy, Parody, Romance, School, Shounen"
2336,Hikaru no Go: New Year Special,"Comedy, Game, Shounen, Supernatural"
4312,Hokuto no Ken: Toki-den,"Action, Martial Arts"
13261,Inazuma Eleven Go: Chrono Stone,"Shounen, Sports, Super Power"
2407,Keroro Gunsou Movie 1,"Comedy, Kids, Sci-Fi, Shounen"
519,Mahoraba: Heartful days,"Comedy, Drama, Romance, Shounen"
330,Midori no Hibi,"Comedy, Drama, Ecchi, Romance, Shounen"
6712,Natsu no Arashi! Akinaichuu,"Comedy, Romance, Supernatural"
28299,Ookami Shoujo to Kuro Ouji OVA,"Comedy, Romance, School, Shoujo"
17875,Papa no Iukoto wo Kikinasai! OVA,"Comedy, Romance, Slice of Life"
3292,Potemayo Specials,"Comedy, School, Seinen"
168,s.CRY.ed,"Action, Adventure, Drama, Sci-Fi, Super Power"
573,Saber Marionette J,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen"
6153,Saint Seiya: Soushuuhen,"Adventure, Fantasy, Sci-Fi, Shounen"
1302,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,"Adventure, Drama, Sci-Fi, Space"
5034,Shikabane Hime: Kuro,"Action, Horror"
1548,Shin Taketori Monogatari: 1000-nen Joou,"Drama, Mystery, Sci-Fi"
2555,Shoukoushi Cedie,"Drama, Shoujo, Slice of Life"
33969,Shuangsheng Lingtan,"Mystery, Psychological"
565,Steamboy,"Action, Adventure, Drama, Historical, Military, Sci-Fi"
27957,Steins;Gate: Soumei Eichi no Cognitive Computing,Comedy
855,Strawberry Panic,"Drama, Romance, School, Shoujo Ai"
5832,Tiger Mask Nisei,"Action, Drama, Sports"
4703,Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,"Fantasy, Kids, Magic, Romance, Shoujo, Super Power"
33302,Yowamushi Pedal: Spare Bike,"Comedy, Drama, Shounen, Sports"
15911,Yuyushiki,"Comedy, School, Seinen, Slice of Life"
764,Zoids Shinseiki/Zero,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports"
10479,Beelzebub Specials,"Action, Comedy, Demons, School, Shounen, Supernatural"
8756,Bishoujo Senshi Sailor Moon Memorial,"Demons, Magic, Romance, Shoujo"
20787,Black Bullet,"Action, Mystery, Sci-Fi, Seinen"
1450,Brigadoon: Marin to Melan,"Adventure, Comedy, Drama, Mecha, Sci-Fi"
10163,C: The Money of Soul and Possibility Control,"Action, Mystery, Super Power, Thriller"
2649,Doraemon: Obaachan no Omoide,"Comedy, Fantasy, Kids, Sci-Fi, Shounen"
117,El Hazard: The Magnificent World,"Adventure, Comedy, Fantasy, Romance"
1250,Erementar Gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power"
31389,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,"Action, Fantasy, Magic, Shounen, Supernatural"
653,Galaxy Angel 3,"Comedy, Sci-Fi"
5521,Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,"Action, Comedy, Harem, Parody, Romance"
191,Love Hina Christmas Special: Silent Eve,"Comedy, Romance, Slice of Life"
14833,Maoyuu Maou Yuusha,"Adventure, Demons, Fantasy, Historical, Romance"
20221,Minami-ke Natsuyasumi,"Comedy, Slice of Life"
3655,Nabari no Ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural"
6030,Needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power"
463,One Piece Movie 5: Norowareta Seiken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,"Action, Adventure, Fantasy, Shounen"
1094,One Piece: Umi no Heso no Daibouken-hen,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
238,Rekka no Honoo,"Action, Adventure, Martial Arts, Shounen, Super Power"
18041,Rozen Maiden (2013),"Action, Comedy, Drama, Magic, Seinen"
3256,Soukou Kihei Votoms: Pailsen Files,"Mecha, Military, Sci-Fi, Space"
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,"Action, Drama, Mecha, Military, Sci-Fi"
18277,Strike the Blood,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire"
30321,Strike the Blood: Valkyria no Oukoku-hen,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire"
33558,Tales of Zestiria the X: Saiyaku no Jidai,"Action, Fantasy"
13333,Tari Tari,"Music, School, Slice of Life"
8022,Tegamibachi Gakuen,Comedy
27,Trinity Blood,"Action, Supernatural, Vampire"
3791,Air Gear Special,"Shounen, Sports"
11266,Ao no Exorcist: Kuro no Iede,"Action, Demons, Fantasy, Shounen, Supernatural"
22433,Break Blade,"Action, Fantasy, Mecha, Military, Shounen"
485,Damekko Doubutsu,Comedy
2512,Detective Conan OVA 02: 16 Suspects,"Adventure, Comedy, Mystery, Police, Shounen"
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,"Adventure, Fantasy, Kids, Sci-Fi, Shounen"
6930,Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids"
6401,ef: A Tale of Melodies. - Prologue,Music
3568,Ganbarist! Shun,"Comedy, Shounen, Sports"
1441,Ginga Tetsudou no Yoru,"Drama, Fantasy, Historical, Kids, Mystery"
15699,Haiyore! Nyaruko-san W,"Comedy, Parody, Sci-Fi"
30991,Himouto! Umaru-chan: Umaru-chan Mou Ikkai!,"Comedy, School, Seinen, Slice of Life"
14753,Hori-san to Miyamura-kun,"Comedy, Romance, School, Shounen"
13469,Hyouka: Motsubeki Mono wa,Slice of Life
18295,Kakumeiki Valvrave 2nd Season,"Action, Mecha, Space"
3958,Kannagi,"Comedy, School, Shounen, Supernatural"
32574,Kekkai Sensen: Ousama no Restaurant no Ousama,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire"
845,Kiba,"Adventure, Fantasy, Shounen"
32953,Koi ni Naritai Aquarium,Music
1090,Mobile Suit Gundam I,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space"
1722,Nagasarete Airantou,"Comedy, Ecchi, Fantasy, Harem, Romance"
2472,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen"
4437,Naruto: Shippuuden Movie 2 - Kizuna,"Action, Martial Arts, Shounen, Supernatural"
1237,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy, Seinen, Slice of Life"
2141,Oseam,"Adventure, Drama"
108,Ou Dorobou Jing in Seventh Heaven,"Adventure, Comedy, Fantasy, Psychological, Shounen"
161,Peace Maker Kurogane,"Action, Comedy, Historical, Samurai, Shounen"
527,Pokemon,"Action, Adventure, Comedy, Fantasy, Kids"
2182,Robot Carnival,"Fantasy, Sci-Fi"
13599,Robotics;Notes,"Drama, Mystery, School, Sci-Fi"
4664,Rurouni Kenshin: Special Techniques,"Action, Comedy, Samurai"
32175,Shounen Maid,"Comedy, Shoujo, Slice of Life"
1171,Slayers Excellent,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen, Supernatural"
6381,Strike Witches 2,"Action, Ecchi, Magic, Military, Sci-Fi"
11793,"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode","Comedy, Drama, Slice of Life"
4663,Tekken Chinmi,"Action, Adventure, Historical, Martial Arts, Shounen"
2113,Tenkuu Senki Shurato,"Action, Fantasy, Magic, Shounen"
3036,Tobe! Isami,"Action, Adventure, Comedy, Romance, Shounen"
25157,Trinity Seven,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural"
2427,Unico,"Adventure, Fantasy, Kids"
7058,Uragiri wa Boku no Namae wo Shitteiru,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai"
28405,Ansatsu Kyoushitsu (TV): Deai no Jikan,"Action, Comedy, School, Shounen"
9544,Biohazard: Damnation,"Action, Horror, Sci-Fi"
1983,Black Jack: Futari no Kuroi Isha,Drama
2756,Cheonnyeon-yeowoo Yeowoobi,"Drama, Fantasy, Sci-Fi"
5065,Detroit Metal City: Birth of the Metal Devil,"Comedy, Music, Parody, Romance"
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen"
332,Dokidoki Densetsu: Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen"
2677,Doraemon Movie 11: Nobita to Animal Planet,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen"
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,"Adventure, Comedy"
19645,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,"Adventure, Comedy, Fantasy, Kids"
21681,Hanayamata,"Comedy, School, Seinen, Slice of Life"
1030,Heisei Tanuki Gassen Ponpoko,Kids
31989,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso,"Music, School"
3859,Himitsu: The Revelation,"Mystery, Police, Psychological, Sci-Fi, Shoujo"
10804,Ikoku Meiro no Croisée Special,"Historical, Seinen, Slice of Life"
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,"Comedy, Music, Shounen, Supernatural"
10536,Kimi ni Todoke 2nd Season Specials,"Comedy, Romance, Shoujo"
22817,Kindaichi Shounen no Jikenbo Returns,"Mystery, Shounen"
17259,Kuroko no Basket: Oshaberi Shiyokka,"Comedy, School, Shounen, Sports"
335,Matantei Loki Ragnarok,"Comedy, Magic, Mystery, Shounen, Supernatural"
738,MÄR,"Action, Adventure, Comedy, Fantasy, Shounen"
2294,Mobile Suit Gundam Seed Destiny Special Edition,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space"
443,Onegai☆Teacher: Himitsu na Futari,"Comedy, Ecchi, Romance, Sci-Fi"
20939,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA","Comedy, Romance, School"
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,"Action, Game, Mystery, Shounen"
15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,"Action, Game, Mystery, Shounen"
1255,Saint Seiya: Shinku no Shounen Densetsu,"Adventure, Fantasy, Sci-Fi, Shounen"
1259,Saint Seiya: Tenkai-hen Josou - Overture,"Adventure, Sci-Fi, Shounen"
1381,Seikai no Monshou Special,"Action, Military, Romance, Sci-Fi, Space"
867,Slayers Gorgeous,"Adventure, Comedy, Fantasy, Magic, Supernatural"
869,Slayers Return,"Adventure, Comedy, Fantasy, Magic, Shounen"
2013,Taiho Shichau zo The Movie,"Action, Comedy, Drama, Police, Shounen"
5141,Taishou Yakyuu Musume.,"Comedy, Historical, School, Seinen, Sports"
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,"Action, Drama, Fantasy, Horror, Martial Arts, Mystery, School"
3051,Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,"Fantasy, Music, Romance, Shoujo"
5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,"Comedy, Ecchi, Fantasy, Harem, Magic"
5525,07-Ghost,"Action, Demons, Fantasy, Magic, Military, Shoujo"
49,Aa! Megami-sama!,"Comedy, Magic, Romance, Seinen, Supernatural"
1292,Afro Samurai,"Action, Adventure, Samurai"
3549,Allison to Lillia,"Action, Adventure, Shounen"
5578,Aoyama Goushou Tanpenshuu,"Adventure, Comedy, Mystery, Police, Shounen"
3203,Chibi Maruko-chan Movie,"Comedy, School, Shoujo"
10638,Denpa Onna to Seishun Otoko Special,"Comedy, Sci-Fi, Seinen"
2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,"Adventure, Fantasy, Kids, Shounen"
2393,Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,"Adventure, Comedy, Fantasy, Kids"
12875,Ginga e Kickoff!!,"Shounen, Sports"
287,Grappler Baki (TV),"Shounen, Sports"
20689,Hamatora The Animation,"Comedy, Mystery, Super Power"
27829,Heavy Object,"Action, Mecha, Military, Sci-Fi"
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,"Mecha, Sci-Fi, Shounen, Sports"
953,Jyu Oh Sei,"Action, Adventure, Drama, Mystery, Sci-Fi, Shoujo"
10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,"Comedy, School, Shoujo"
147,Kimi ga Nozomu Eien,"Drama, Romance, Slice of Life"
16732,Kiniro Mosaic,"Comedy, School, Slice of Life"
844,Konjiki no Gash Bell!!: 101 Banme no Mamono,"Adventure, Shounen, Supernatural"
6299,Maria-sama ga Miteru 4th Specials,Comedy
7761,Masuda Kousuke Gekijou Gag Manga Biyori +,Comedy
3225,Minami-ke Okawari,"Comedy, School, Slice of Life"
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,"Action, Mecha, Sci-Fi, Space"
2926,Myself; Yourself,"Drama, Romance, School"
272,Noir,"Action, Drama, Mystery"
28683,One Piece: Episode of Alabasta - Prologue,"Action, Adventure, Fantasy, Shounen"
326,Petshop of Horrors,"Horror, Josei, Mystery, Supernatural"
10711,Plastic Neesan,"Comedy, School"
2744,Potemayo,"Comedy, School, Seinen"
5753,Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,"Action, Fantasy, Magic, Shoujo"
1329,Rail of the Star: A True Story of Children,"Drama, Historical"
2193,Saiunkoku Monogatari Soushuuhen,"Adventure, Comedy, Drama, Fantasy, Historical, Romance"
22273,Selector Infected WIXOSS,"Game, Psychological"
868,Slayers Great,"Adventure, Comedy, Fantasy, Magic, Shounen"
5226,Souten Kouro,"Action, Adventure, Historical"
15077,Tabisuru Nuigurumi: Traveling Daru,"Kids, Slice of Life"
541,Tenchi Muyou! Ryououki 3rd Season,"Action, Comedy, Harem, Sci-Fi, Shounen, Space"
32174,"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.","Comedy, Drama, Music"
10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,"Comedy, Romance, School, Super Power"
5356,Canaan,"Action, Seinen"
15611,Cardfight!! Vanguard: Link Joker-hen,"Action, Adventure, Demons, Game, Shounen"
20479,Choujigen Game Neptune The Animation OVA,"Action, Comedy, Fantasy, Sci-Fi"
21395,Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,"Comedy, Kids, Shounen"
2398,Digimon Adventure 02: Diablomon no Gyakushuu,"Adventure, Comedy, Drama, Kids, Sci-Fi"
32410,Dimension W: W no Tobira Online,"Sci-Fi, Seinen"
3727,Doraemon Movie 01: Nobita no Kyouryuu,"Adventure, Comedy"
30694,Dragon Ball Super,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
12231,Dragon Ball: Episode of Bardock,"Action, Adventure, Comedy, Fantasy, Martial Arts, Sci-Fi, Shounen, Super Power"
1906,Harukanaru Toki no Naka de: Maihitoyo,"Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural"
1206,Ihatov Gensou: Kenji no Haru,"Drama, Historical, Slice of Life"
940,Inukami!,"Comedy, Ecchi, Romance, Shounen, Supernatural"
2808,Irregular Hunter X: The Day of Sigma,"Action, Mecha, Sci-Fi, Shounen"
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,"Drama, Magic, Shounen, Slice of Life"
99,Mai-Otome,"Comedy, Drama, Fantasy, Magic"
1196,Masuda Kousuke Gekijou Gag Manga Biyori,"Comedy, Parody"
16444,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,"Fantasy, Supernatural"
4062,Musashi no Ken,"Shounen, Sports"
5597,Natsu no Arashi!,"Comedy, Romance, Supernatural"
12467,Nazo no Kanojo X,"Ecchi, Romance, School, Seinen"
10928,Nogizaka Haruka no Himitsu: Finale,"Comedy, Romance"
4114,Onegai My Melody: Kuru Kuru Shuffle!,"Comedy, Fantasy, Magic"
